ball,1,17.6,Zimbabwe,BRM Taylor,CK Coventry,Mohammad Ashraful,1,0,,,,,,,
ball,1,18.1,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,0,0,,,,,,,
ball,1,18.2,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,0,0,,,,,,,
ball,1,18.3,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,0,1,1,,,,,,
ball,1,18.4,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,0,0,,,,,,,
ball,1,18.5,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,0,0,,,,,,,
ball,1,18.6,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,2,0,,,,,,,
ball,1,18.7,Zimbabwe,BRM Taylor,CK Coventry,Shakib Al Hasan,0,0,,,,,,,
ball,1,19.1,Zimbabwe,CK Coventry,BRM Taylor,Mohammad Ashraful,0,0,,,,,,,
ball,1,19.2,Zimbabwe,CK Coventry,BRM Taylor,Mohammad Ashraful,1,0,,,,,,,
ball,1,19.3,Zimbabwe,BRM Taylor,CK Coventry,Mohammad Ashraful,0,0,,,,,,,
ball,1,19.4,Zimbabwe,BRM Taylor,CK Coventry,Mohammad Ashraful,1,0,,,,,,,
ball,1,19.5,Zimbabwe,CK Coventry,BRM Taylor,Mohammad Ashraful,1,0,,,,,,,
ball,1,19.6,Zimbabwe,BRM Taylor,CK Coventry,Mohammad Ashraful,2,0,,,,,,,
ball,1,20.1,Zimbabwe,CK Coventry,BRM Taylor,Enamul Haque jnr,0,0,,,,,,,
ball,1,20.2,Zimbabwe,CK Coventry,BRM Taylor,Enamul Haque jnr,1,0,,,,,,,
ball,1,20.3,Zimbabwe,BRM Taylor,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,20.4,Zimbabwe,BRM Taylor,CK Coventry,Enamul Haque jnr,0,0,,,,,,lbw,BRM Taylor
ball,1,20.5,Zimbabwe,SC Williams,CK Coventry,Enamul Haque jnr,1,0,,,,,,,
ball,1,20.6,Zimbabwe,CK Coventry,SC Williams,Enamul Haque jnr,1,0,,,,,,,
ball,1,21.1,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,0,0,,,,,,,
ball,1,21.2,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,1,0,,,,,,,
ball,1,21.3,Zimbabwe,SC Williams,CK Coventry,Naeem Islam,1,0,,,,,,,
ball,1,21.4,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,0,0,,,,,,,
ball,1,21.5,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,0,0,,,,,,,
ball,1,21.6,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,1,0,,,,,,,
ball,1,22.1,Zimbabwe,CK Coventry,SC Williams,Enamul Haque jnr,1,0,,,,,,,
ball,1,22.2,Zimbabwe,SC Williams,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,22.3,Zimbabwe,SC Williams,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,22.4,Zimbabwe,SC Williams,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,22.5,Zimbabwe,SC Williams,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,22.6,Zimbabwe,SC Williams,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,23.1,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,0,0,,,,,,,
ball,1,23.2,Zimbabwe,CK Coventry,SC Williams,Naeem Islam,1,0,,,,,,,
ball,1,23.3,Zimbabwe,SC Williams,CK Coventry,Naeem Islam,0,0,,,,,,,
ball,1,23.4,Zimbabwe,SC Williams,CK Coventry,Naeem Islam,2,0,,,,,,,
ball,1,23.5,Zimbabwe,SC Williams,CK Coventry,Naeem Islam,0,0,,,,,,bowled,SC Williams
ball,1,23.6,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,0,0,,,,,,,
ball,1,24.1,Zimbabwe,CK Coventry,S Matsikenyeri,Enamul Haque jnr,1,0,,,,,,,
ball,1,24.2,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,24.3,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,24.4,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,24.5,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,1,0,,,,,,,
ball,1,24.6,Zimbabwe,CK Coventry,S Matsikenyeri,Enamul Haque jnr,0,0,,,,,,,
ball,1,25.1,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,1,0,,,,,,,
ball,1,25.2,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,0,0,,,,,,,
ball,1,25.3,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,2,0,,,,,,,
ball,1,25.4,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,0,0,,,,,,,
ball,1,25.5,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,1,0,,,,,,,
ball,1,25.6,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,1,0,,,,,,,
ball,1,26.1,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,26.2,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,1,0,,,,,,,
ball,1,26.3,Zimbabwe,CK Coventry,S Matsikenyeri,Mahmudullah,1,0,,,,,,,
ball,1,26.4,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,26.5,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,26.6,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,27.1,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,0,0,,,,,,,
ball,1,27.2,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,3,0,,,,,,,
ball,1,27.3,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,0,0,,,,,,,
ball,1,27.4,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,1,0,,,,,,,
ball,1,27.5,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,0,0,,,,,,,
ball,1,27.6,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,6,0,,,,,,,
ball,1,28.1,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,28.2,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,1,0,,,,,,,
ball,1,28.3,Zimbabwe,CK Coventry,S Matsikenyeri,Mahmudullah,1,0,,,,,,,
ball,1,28.4,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,28.5,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,2,0,,,,,,,
ball,1,28.6,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,1,0,,,,,,,
ball,1,29.1,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,29.2,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,29.3,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,4,1,,1,,,,,
ball,1,29.4,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,1,0,,,,,,,
